id,chapter,chapter_title,level,priority,automation,statement,evidence,sources,status,version_introduced
UXR-0456,23,"Visualisation de données, graphiques et cartes analytiques",MUST,P1,SEMI,Le zoom et le pan doivent avoir des contrôles accessibles et une remise à zéro.,Le clavier et le tactile permettent l'exploration sans piège.,"S01,S11,S12",active,1.0.0
UXR-0457,23,"Visualisation de données, graphiques et cartes analytiques",MUST,P1,AUTO,"Les graphiques temps réel doivent afficher fraîcheur, cadence et pause.",L'utilisateur peut stabiliser la vue pour investiguer.,"S01,S11,S12",active,1.0.0
UXR-0458,23,"Visualisation de données, graphiques et cartes analytiques",MUST,P1,MANUAL,Les grandes séries doivent être agrégées sans masquer les anomalies importantes.,La méthode d'agrégation et le niveau de détail sont visibles.,"S01,S11,S12",active,1.0.0
UXR-0459,23,"Visualisation de données, graphiques et cartes analytiques",MUST,P1,AUTO,"La visualisation doit être testée avec valeurs extrêmes, négatives, nulles, manquantes et séries uniques.",Les stories de stress conservent une interprétation correcte.,"S01,S11,S12",active,1.0.0
UXR-0460,23,"Visualisation de données, graphiques et cartes analytiques",MUST,P1,SEMI,"Toute bibliothèque de chart doit être évaluée pour accessibilité, performance, thèmes et maintenance avant adoption.",La décision de dépendance et ses limites sont documentées.,"S01,S11,S12",active,1.0.0
UXR-0461,24,"Dashboards, KPI, métriques et centres de commande",MUST,P0,AUTO,"Chaque KPI doit avoir une définition, une unité, un périmètre, une période, une fraîcheur et une provenance.",Le composant MetricCard exige ou dérive explicitement ces champs.,"S06,S11,S12,S30",active,1.0.0
UXR-0462,24,"Dashboards, KPI, métriques et centres de commande",MUST,P0,AUTO,"Une valeur inconnue ne doit jamais être remplacée par zéro, tiret ambigu ou statut rassurant.","Le modèle distingue KNOWN, UNKNOWN, UNAVAILABLE et NOT_APPLICABLE.","S06,S11,S12,S30",active,1.0.0
UXR-0463,24,"Dashboards, KPI, métriques et centres de commande",MUST,P1,AUTO,Chaque KPI important doit mener vers ses contributeurs ou son historique.,"Le clic ouvre un filtre, breakdown ou détail cohérent.","S06,S11,S12,S30",active,1.0.0
UXR-0464,24,"Dashboards, KPI, métriques et centres de commande",MUST,P1,MANUAL,Un dashboard doit prioriser exceptions et décisions avant les métriques de contexte.,Le premier viewport montre ce qui nécessite l'attention.,"S06,S11,S12,S30",active,1.0.0
UXR-0465,24,"Dashboards, KPI, métriques et centres de commande",MUST NOT,P1,MANUAL,Le même patron « six KPI plus panneaux » ne doit pas être imposé à tous les domaines.,Le layout découle des questions métier de la page.,"S06,S11,S12,S30",active,1.0.0
UXR-0466,24,"Dashboards, KPI, métriques et centres de commande",MUST,P1,AUTO,Les tendances doivent préciser la référence de comparaison.,« +5 % » indique par rapport à quelle période ou baseline.,"S06,S11,S12,S30",active,1.0.0
UXR-0467,24,"Dashboards, KPI, métriques et centres de commande",MUST,P1,SEMI,Les métriques agrégées doivent exposer leur périmètre et les exclusions.,"Un utilisateur sait quels comptes, stratégies ou entités sont inclus.","S06,S11,S12,S30",active,1.0.0
UXR-0468,24,"Dashboards, KPI, métriques et centres de commande",MUST,P1,AUTO,Les seuils et objectifs doivent provenir d'une politique ou configuration autoritaire.,Le frontend ne code pas les limites métier en dur.,"S06,S11,S12,S30",active,1.0.0
UXR-0469,24,"Dashboards, KPI, métriques et centres de commande",MUST,P1,AUTO,Un statut global doit être calculé côté autorité compétente ou présenté comme synthèse explicable.,Le frontend n'invente pas NOMINAL à partir d'absence d'erreur.,"S06,S11,S12,S30",active,1.0.0
UXR-0470,24,"Dashboards, KPI, métriques et centres de commande",MUST,P1,MANUAL,Les alertes critiques doivent être visibles sans concurrencer des décorations ou KPI secondaires.,"La hiérarchie de couleur, position et ordre reflète la sévérité.","S06,S11,S12,S30",active,1.0.0
UXR-0471,24,"Dashboards, KPI, métriques et centres de commande",MUST,P1,MANUAL,"Les cartes doivent être choisies selon la question Metric, Alert, Entity, Chart ou Action.",Toute card ne correspondant à aucun type est supprimée ou fusionnée.,"S06,S11,S12,S30",active,1.0.0
UXR-0472,24,"Dashboards, KPI, métriques et centres de commande",MUST,P1,AUTO,Un dashboard temps réel doit afficher un asOf global et les fraîcheurs locales divergentes.,Les sections stale ou partial sont identifiables.,"S06,S11,S12,S30",active,1.0.0
UXR-0473,24,"Dashboards, KPI, métriques et centres de commande",MUST,P1,AUTO,"Les valeurs monétaires, pourcentages, ratios et durées doivent utiliser des formats centralisés.",Le même concept est présenté identiquement sur tous les écrans.,"S06,S11,S12,S30",active,1.0.0
UXR-0474,24,"Dashboards, KPI, métriques et centres de commande",MUST,P1,MANUAL,Les KPI ne doivent pas utiliser une précision supérieure à celle des données ou de la décision.,Le nombre de décimales est défini par domaine.,"S06,S11,S12,S30",active,1.0.0
UXR-0475,24,"Dashboards, KPI, métriques et centres de commande",MUST,P1,SEMI,Les comparaisons doivent utiliser des périodes et périmètres homogènes ou expliquer les différences.,Le benchmark affiche sa source et ses limites.,"S06,S11,S12,S30",active,1.0.0
UXR-0476,24,"Dashboards, KPI, métriques et centres de commande",MUST,P1,AUTO,Les widgets personnalisables doivent préserver un noyau d'informations critiques non masquable.,La personnalisation ne peut cacher alertes ou état de sécurité sans avertissement.,"S06,S11,S12,S30",active,1.0.0
UXR-0477,24,"Dashboards, KPI, métriques et centres de commande",MUST,P1,MANUAL,"Une page d'accueil doit résumer et orienter, non reproduire l'ensemble des fonctionnalités des domaines.",Les détails restent dans leurs pages propriétaires.,"S06,S11,S12,S30",active,1.0.0
UXR-0478,24,"Dashboards, KPI, métriques et centres de commande",MUST,P1,AUTO,Le dashboard doit rester exploitable lorsque certaines sources échouent.,Les sections fiables restent visibles avec une bannière de qualité.,"S06,S11,S12,S30",active,1.0.0
UXR-0479,24,"Dashboards, KPI, métriques et centres de commande",MUST,P1,AUTO,"Les métriques doivent être testées contre des fixtures de zéro réel, inconnu, valeurs extrêmes et changement de période.",Les mappers et composants couvrent ces cas.,"S06,S11,S12,S30",active,1.0.0
UXR-0480,24,"Dashboards, KPI, métriques et centres de commande",MUST,P0,SEMI,Aucun dashboard à haut enjeu ne peut être validé uniquement sur données mockées.,Une capture et un E2E contre le BFF réel sont requis avant cutover.,"S06,S11,S12,S30",active,1.0.0
UXR-0481,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P0,AUTO,"Chaque source de données doit distinguer loading, ready, empty, partial, stale, disconnected, forbidden et error lorsque pertinents.",Le type de vue ou la query expose ces états sans ambiguïté.,"S06,S09,S21,S22,S30",active,1.0.0
UXR-0482,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P0,AUTO,Un état empty ne doit être utilisé que lorsque l'absence de données est confirmée.,Une source indisponible ou non chargée n'affiche jamais « aucun résultat ».,"S06,S09,S21,S22,S30",active,1.0.0
UXR-0483,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P1,MANUAL,Un empty state doit expliquer ce que signifie l'absence et proposer la prochaine action utile.,"Le contenu varie entre première utilisation, filtre vide et état nominal.","S06,S09,S21,S22,S30",active,1.0.0
UXR-0484,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P1,AUTO,Un skeleton doit refléter la structure du contenu final et être utilisé pour des chargements suffisamment longs.,La transition n'entraîne pas de déplacement majeur.,"S06,S09,S21,S22,S30",active,1.0.0
UXR-0485,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST NOT,P1,AUTO,Un spinner global ne doit pas bloquer toute une page lorsque des sections peuvent se charger indépendamment.,Les requêtes et états sont localisés par section.,"S06,S09,S21,S22,S30",active,1.0.0
UXR-0486,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P1,AUTO,Les données stale doivent rester visibles avec leur dernier asOf et une indication de fraîcheur.,Le produit ne remplace pas automatiquement la dernière valeur connue par vide.,"S06,S09,S21,S22,S30",active,1.0.0
UXR-0487,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P0,AUTO,Une dernière valeur connue doit être clairement distinguée d'une valeur actuelle.,"Le label, timestamp et source indiquent le caractère historique.","S06,S09,S21,S22,S30",active,1.0.0
UXR-0488,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P1,SEMI,Une page partielle doit expliquer quelles sections et décisions sont affectées.,La bannière de qualité liste sources manquantes et impact.,"S06,S09,S21,S22,S30",active,1.0.0
UXR-0489,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P1,AUTO,Une erreur d'une source ne doit pas effacer les données fiables des autres sources.,Le composant conserve les sections utilisables.,"S06,S09,S21,S22,S30",active,1.0.0
UXR-0490,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P1,AUTO,"Le retry d'une lecture doit être borné, visible et adapté au type d'erreur.","Les 403, 404, 409 et 422 ne sont pas retraités comme des pannes réseau.","S06,S09,S21,S22,S30",active,1.0.0
UXR-0491,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST NOT,P0,AUTO,Une mutation sensible ne doit pas être automatiquement rejouée après une incertitude réseau sans garantie d'idempotence.,Le lifecycle vérifie le statut de commande avant toute reprise.,"S06,S09,S21,S22,S30",active,1.0.0
UXR-0492,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P1,MANUAL,"L'état offline doit distinguer les actions consultables, mises en attente et interdites.",Le produit ne promet pas une synchronisation non implémentée.,"S06,S09,S21,S22,S30",active,1.0.0
UXR-0493,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P1,MANUAL,Les changements de connectivité doivent être annoncés sans interrompre inutilement la tâche.,Une bannière persistante remplace les toasts répétés.,"S06,S09,S21,S22,S30",active,1.0.0
UXR-0494,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P1,SEMI,Les données mises en cache doivent afficher leur provenance et politique de fraîcheur dans les écrans critiques.,Le diagnostic expose dataUpdatedAt et stale status.,"S06,S09,S21,S22,S30",active,1.0.0
UXR-0495,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P1,AUTO,Le chargement optimiste doit être réservé aux préférences ou actions réversibles à faible risque.,"Les ordres, risques et changements de rôle attendent la confirmation autoritaire.","S06,S09,S21,S22,S30",active,1.0.0
UXR-0496,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P1,AUTO,Les placeholders ne doivent pas ressembler à de vraies données de production.,Le mode démo ou inconnu est explicitement signalé.,"S06,S09,S21,S22,S30",active,1.0.0
UXR-0497,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P1,AUTO,"Les progressions longues doivent proposer état, étape courante, possibilité de quitter et reprise.",La navigation ne détruit pas le suivi de l'opération.,"S06,S09,S21,S22,S30",active,1.0.0
UXR-0498,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P1,AUTO,Les timeouts doivent produire un état distinct d'une erreur métier.,"Le message propose réessai, diagnostic ou contact adapté.","S06,S09,S21,S22,S30",active,1.0.0
UXR-0499,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P1,AUTO,Tous les états de données doivent être documentés dans les stories et testés au niveau mapper et écran.,La matrice d'états est complète avant fusion.,"S06,S09,S21,S22,S30",active,1.0.0
UXR-0500,25,"Chargement, vide, données partielles, stale, offline et indisponibilité",MUST,P0,AUTO,Le frontend ne doit jamais déduire le succès ou l'état nominal de l'absence d'erreur.,Seul un statut ou une donnée autoritaire peut établir le résultat.,"S06,S09,S21,S22,S30",active,1.0.0
UXR-0501,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P0,AUTO,"Toute action utilisateur doit produire un feedback perceptible indiquant réception, progression ou résultat.",Le test confirme un changement visible et accessible après activation.,"S06,S07,S09",active,1.0.0
UXR-0502,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P0,AUTO,Un reçu ACCEPTED ne doit pas être présenté comme un succès métier terminal.,L'UI suit RUNNING puis SUCCEEDED ou FAILED et relit la ressource.,"S06,S07,S09",active,1.0.0
UXR-0503,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P1,MANUAL,"Un toast doit être réservé à un message bref, non bloquant et non nécessaire à une décision ultérieure.","Les informations critiques utilisent une bannière, un panneau ou une page d'état.","S06,S07,S09",active,1.0.0
UXR-0504,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P1,SEMI,Les toasts doivent rester assez longtemps pour être lus et pouvoir être consultés autrement s'ils contiennent une information importante.,Un centre de notifications ou historique conserve les événements utiles.,"S06,S07,S09",active,1.0.0
UXR-0505,26,"Feedback, statuts, notifications, toasts et confirmations",MUST NOT,P1,AUTO,Plusieurs toasts ne doivent pas s'empiler jusqu'à masquer le contenu ou les actions.,"Les événements sont regroupés, dédupliqués ou mis en file.","S06,S07,S09",active,1.0.0
UXR-0506,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P1,MANUAL,Les messages de succès doivent nommer l'objet ou l'effet réel lorsque cela aide la vérification.,« Stratégie suspendue » est préféré à « Succès ».,"S06,S07,S09",active,1.0.0
UXR-0507,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P1,AUTO,"Les notifications doivent distinguer information, succès, avertissement, erreur et action requise.","Le registre de statuts associe sémantique, priorité et présentation.","S06,S07,S09",active,1.0.0
UXR-0508,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P1,MANUAL,"La sévérité visuelle doit refléter l'impact utilisateur, non le niveau technique interne.",Une panne de source secondaire ne ressemble pas à un incident critique global.,"S06,S07,S09",active,1.0.0
UXR-0509,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P1,AUTO,Les alertes persistantes doivent pouvoir être acquittées seulement lorsque l'acquittement a une signification métier réelle.,L'action est auditée et ne supprime pas la cause.,"S06,S07,S09",active,1.0.0
UXR-0510,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P1,AUTO,Une notification liée à un objet doit permettre d'ouvrir cet objet ou son incident.,Le lien conserve contexte et permission.,"S06,S07,S09",active,1.0.0
UXR-0511,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P1,AUTO,Les compteurs non lus doivent provenir d'une source réelle et être remis à jour de façon cohérente.,Aucun badge statique ou fictif n'est affiché.,"S06,S07,S09",active,1.0.0
UXR-0512,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P1,MANUAL,Les confirmations ne doivent pas répéter systématiquement les actions sans risque.,"Elles sont réservées aux conséquences coûteuses, irréversibles ou surprenantes.","S06,S07,S09",active,1.0.0
UXR-0513,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P1,MANUAL,"Une confirmation sensible doit présenter objet, impact, portée, raison et action finale sans ambiguïté.",Le CTA reprend le verbe exact de l'opération.,"S06,S07,S09",active,1.0.0
UXR-0514,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P1,AUTO,"Un succès partiel doit indiquer ce qui a réussi, échoué et ce qui reste à faire.",Le message ne masque pas les éléments en erreur.,"S06,S07,S09",active,1.0.0
UXR-0515,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P1,MANUAL,Les notifications temps réel doivent être priorisées pour protéger l'attention.,Les événements mineurs alimentent un flux sans interrompre la tâche.,"S06,S07,S09",active,1.0.0
UXR-0516,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P1,SEMI,Les annonces aria-live doivent être limitées aux transitions importantes et utiliser le niveau de politesse approprié.,Le lecteur d'écran ne répète pas les mises à jour non essentielles.,"S06,S07,S09",active,1.0.0
UXR-0517,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P1,MANUAL,La fermeture d'une bannière doit être persistée seulement si l'utilisateur peut raisonnablement ne plus la voir.,Les alertes critiques réapparaissent tant que la condition persiste.,"S06,S07,S09",active,1.0.0
UXR-0518,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P1,AUTO,"Les notifications doivent respecter les préférences, quiet hours et canaux sans permettre de désactiver silencieusement les alertes obligatoires.",La politique et la préférence sont distinguées.,"S06,S07,S09",active,1.0.0
UXR-0519,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P1,AUTO,"Les timestamps de notifications doivent utiliser timezone et format cohérents, avec date absolue accessible lorsque le relatif devient ambigu.",Le tooltip ou détail expose l'heure exacte.,"S06,S07,S09",active,1.0.0
UXR-0520,26,"Feedback, statuts, notifications, toasts et confirmations",MUST,P0,AUTO,"Le feedback d'une action critique doit être vérifié contre l'état backend final et l'audit, pas seulement contre la réponse HTTP initiale.","Le test E2E confirme mutation, ressource et receipt.","S06,S07,S09",active,1.0.0
UXR-0521,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,MANUAL,"L'onboarding doit être centré sur la première valeur obtenue, pas sur la visite exhaustive des menus.",Le parcours mène à une tâche réelle et un résultat observable.,"S05,S06,S10",active,1.0.0
UXR-0522,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,MANUAL,Les informations indispensables à une tâche doivent être disponibles au moment et à l'endroit où elles sont nécessaires.,L'utilisateur n'est pas obligé de consulter une documentation externe pour une étape critique.,"S05,S06,S10",active,1.0.0
UXR-0523,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST NOT,P1,AUTO,Une visite guidée imposée ne doit pas bloquer l'accès au produit sans raison réglementaire ou de sécurité.,Elle peut être ignorée et relancée.,"S05,S06,S10",active,1.0.0
UXR-0524,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,MANUAL,"Les empty states de première utilisation doivent expliquer le concept, la prochaine action et un exemple réaliste.",Le contenu ne se limite pas à « aucune donnée ».,"S05,S06,S10",active,1.0.0
UXR-0525,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,SEMI,L'aide contextuelle doit utiliser le vocabulaire de l'écran et conserver le contexte d'objet.,"Le lien d'aide ouvre la section pertinente, pas la page d'accueil de la documentation.","S05,S06,S10",active,1.0.0
UXR-0526,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,AUTO,Les utilisateurs doivent pouvoir retrouver ultérieurement les aides montrées une seule fois.,"Un centre d'aide, une commande ou un lien permet de les relancer.","S05,S06,S10",active,1.0.0
UXR-0527,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,MANUAL,Les nouveautés produit doivent être annoncées selon leur impact et non par une accumulation de badges.,Les changements critiques disposent d'un résumé et d'une migration claire.,"S05,S06,S10",active,1.0.0
UXR-0528,27,"Onboarding, apprentissage, aide et documentation intégrée",SHOULD,P2,AUTO,Les exemples doivent utiliser des données crédibles et étiquetées comme démonstration.,Aucune donnée fictive ne peut être confondue avec une donnée réelle.,"S05,S06,S10",active,1.0.0
UXR-0529,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,MANUAL,Les concepts complexes doivent être expliqués par niveaux de profondeur.,"Un résumé court mène vers détails, définition et preuve technique.","S05,S06,S10",active,1.0.0
UXR-0530,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,MANUAL,"La documentation des actions dangereuses doit inclure conséquences, prérequis, rollback et audit.",Le lien est disponible avant confirmation.,"S05,S06,S10",active,1.0.0
UXR-0531,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,SEMI,Les raccourcis et fonctions expertes doivent être découvrables sans encombrer l'expérience novice.,"Une palette, aide clavier ou tooltip fournit l'information.","S05,S06,S10",active,1.0.0
UXR-0532,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,MANUAL,Une aide ne doit pas masquer un défaut de conception récurrent.,Les questions fréquentes déclenchent une amélioration du parcours.,"S05,S06,S10",active,1.0.0
UXR-0533,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,SEMI,Les termes métier doivent être définis dans un glossaire accessible depuis le contexte.,Les définitions restent cohérentes entre produit et documentation.,"S05,S06,S10",active,1.0.0
UXR-0534,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,SEMI,Les contenus d'aide doivent être versionnés avec le produit et testés contre l'interface actuelle.,"Les liens, captures et étapes obsolètes sont détectés avant release.","S05,S06,S10",active,1.0.0
UXR-0535,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,AUTO,"Les tutoriels doivent respecter clavier, lecteur d'écran, zoom et réduction de mouvement.",L'aide n'introduit pas une couche inaccessible au-dessus du produit.,"S05,S06,S10",active,1.0.0
UXR-0536,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,AUTO,Les utilisateurs expérimentés doivent pouvoir désactiver les conseils non essentiels.,La préférence n'affecte pas les alertes ou obligations.,"S05,S06,S10",active,1.0.0
UXR-0537,27,"Onboarding, apprentissage, aide et documentation intégrée",SHOULD,P2,MANUAL,"Le produit peut proposer des exemples de requêtes, filtres ou commandes pour réduire la charge de rappel.",Les exemples sont contextuels et modifiables.,"S05,S06,S10",active,1.0.0
UXR-0538,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,MANUAL,Les messages d'aide doivent expliquer le « pourquoi » lorsque l'action paraît restrictive ou inhabituelle.,"La règle, la permission ou le risque est exprimé clairement.","S05,S06,S10",active,1.0.0
UXR-0539,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,SEMI,"L'onboarding doit être mesuré par réussite de tâche et autonomie, pas seulement par taux de complétion.","Les métriques incluent activation, erreurs et besoin d'assistance.","S05,S06,S10",active,1.0.0
UXR-0540,27,"Onboarding, apprentissage, aide et documentation intégrée",MUST,P1,MANUAL,Chaque parcours critique doit être utilisable par un nouvel utilisateur du rôle sans explication orale prolongée.,Un test d'utilisabilité valide la prise en main.,"S05,S06,S10",active,1.0.0
UXR-0541,28,"Content design, microcopy et langage produit",MUST,P1,MANUAL,"Le contenu doit être clair, direct et orienté vers la tâche plutôt que promotionnel dans l'interface produit.","La revue supprime jargon, slogans et formulations vagues.","S06,S08,S10,S15,S16",active,1.0.0
UXR-0542,28,"Content design, microcopy et langage produit",MUST,P1,MANUAL,Les libellés d'action doivent décrire le résultat réel avec un verbe spécifique.,Le CTA permet de prédire l'effet sans contexte supplémentaire.,"S06,S08,S10,S15,S16",active,1.0.0
UXR-0543,28,"Content design, microcopy et langage produit",MUST,P1,MANUAL,"Les titres doivent aider à trouver et comprendre le contenu, pas répéter la navigation mot pour mot sans valeur.","Chaque titre indique objet, état ou tâche pertinente.","S06,S08,S10,S15,S16",active,1.0.0
UXR-0544,28,"Content design, microcopy et langage produit",MUST,P1,SEMI,Les messages doivent utiliser une terminologie stable issue d'un glossaire.,Les synonymes non contrôlés et changements de vocabulaire sont signalés.,"S06,S08,S10,S15,S16",active,1.0.0
UXR-0545,28,"Content design, microcopy et langage produit",MUST NOT,P1,MANUAL,"Le produit ne doit pas culpabiliser, intimider ou manipuler l'utilisateur pour obtenir une action.","Les refus, annulations et choix alternatifs utilisent un ton neutre.","S06,S08,S10,S15,S16",active,1.0.0
UXR-0546,28,"Content design, microcopy et langage produit",MUST,P1,MANUAL,"Les messages d'erreur doivent être spécifiques, humains et actionnables.",Ils nomment le problème et la correction sans blâme.,"S06,S08,S10,S15,S16",active,1.0.0
UXR-0547,28,"Content design, microcopy et langage produit",MUST,P1,MANUAL,Les confirmations doivent nommer l'objet et l'effet plutôt que demander seulement « Êtes-vous sûr ? ».,Le texte reste compréhensible hors contexte visuel.,"S06,S08,S10,S15,S16",active,1.0.0
UXR-0548,28,"Content design, microcopy et langage produit",MUST,P1,AUTO,"Les dates, nombres, devises et unités doivent être formatés, pas concaténés à la main.",Les fonctions de localisation centralisées sont utilisées.,"S06,S08,S10,S15,S16",active,1.0.0
UXR-0549,28,"Content design, microcopy et langage produit",MUST,P1,MANUAL,Les abréviations doivent être limitées aux termes connus du public cible et expliquées autrement.,Le test novice ou glossaire valide les termes.,"S06,S08,S10,S15,S16",active,1.0.0
UXR-0550,28,"Content design, microcopy et langage produit",MUST,P1,MANUAL,Les phrases doivent rester courtes sans sacrifier les conditions nécessaires à une décision sensible.,Le contenu hiérarchise résumé et détails.,"S06,S08,S10,S15,S16",active,1.0.0
UXR-0551,28,"Content design, microcopy et langage produit",SHOULD,P2,MANUAL,"La voix du produit doit être documentée par contexte comme neutre, urgent, pédagogique ou rassurant.","Les exemples couvrent succès, erreur, incident et action dangereuse.","S06,S08,S10,S15,S16",active,1.0.0
UXR-0552,28,"Content design, microcopy et langage produit",MUST,P1,MANUAL,"Les informations critiques ne doivent pas être cachées dans un tooltip, une note de bas de page ou un texte secondaire peu contrasté.",Elles apparaissent dans le flux principal de décision.,"S06,S08,S10,S15,S16",active,1.0.0
UXR-0553,28,"Content design, microcopy et langage produit",MUST,P1,AUTO,Les labels visibles et noms accessibles doivent rester cohérents.,Un contrôle n'est pas annoncé avec une action différente de son texte.,"S06,S08,S10,S15,S16",active,1.0.0
UXR-0554,28,"Content design, microcopy et langage produit",MUST,P1,MANUAL,"Les pronoms, genres et références culturelles doivent être évités lorsqu'ils ne sont pas nécessaires.",Le contenu reste inclusif et localisable.,"S06,S08,S10,S15,S16",active,1.0.0
UXR-0555,28,"Content design, microcopy et langage produit",MUST,P1,AUTO,Les chaînes UI doivent être externalisées et ne pas être fragmentées en morceaux impossibles à traduire.,Le catalogue contient des messages complets avec contexte.,"S06,S08,S10,S15,S16",active,1.0.0
UXR-0556,28,"Content design, microcopy et langage produit",MUST,P1,AUTO,Les textes de statut doivent décrire l'état réel et non une interprétation optimiste.,"UNKNOWN, PARTIAL et STALE restent explicites.","S06,S08,S10,S15,S16",active,1.0.0
UXR-0557,28,"Content design, microcopy et langage produit",MUST,P1,AUTO,Les liens doivent avoir un texte descriptif qui reste compréhensible hors contexte.,« Voir les détails de l'incident » remplace « Cliquer ici ».,"S06,S08,S10,S15,S16",active,1.0.0
UXR-0558,28,"Content design, microcopy et langage produit",MUST,P1,MANUAL,Les unités techniques rares doivent être expliquées ou converties selon le rôle utilisateur.,L'inspecteur peut conserver la valeur brute.,"S06,S08,S10,S15,S16",active,1.0.0
UXR-0559,28,"Content design, microcopy et langage produit",MUST,P1,SEMI,"Le contenu doit être testé avec longueur localisée, lecteur d'écran et données réelles.",Les stories de contenu extrême ne cassent pas la compréhension.,"S06,S08,S10,S15,S16",active,1.0.0
UXR-0560,28,"Content design, microcopy et langage produit",MUST,P1,SEMI,"Toute modification de terminologie métier doit prévoir migration, recherche par alias et mise à jour de la documentation.",La décision est enregistrée dans le glossaire et les tests.,"S06,S08,S10,S15,S16",active,1.0.0
UXR-0561,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,AUTO,L'internationalisation doit être intégrée à l'architecture avant la première localisation.,"Les chaînes, formats et direction ne sont pas codés en dur dans les composants.","S03,S08",active,1.0.0
UXR-0562,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,AUTO,Le document HTML doit déclarer la langue principale et les changements de langue internes.,Les attributs lang sont valides et testés.,"S03,S08",active,1.0.0
UXR-0563,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,AUTO,Le layout doit supporter les directions LTR et RTL lorsque les marchés cibles l'exigent.,Les propriétés logiques CSS remplacent left et right lorsque pertinent.,"S03,S08",active,1.0.0
UXR-0564,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,AUTO,"Les dates, heures, nombres, devises et pourcentages doivent utiliser les APIs de localisation.",Aucune concaténation manuelle ne produit les formats affichés.,"S03,S08",active,1.0.0
UXR-0565,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,AUTO,La timezone de l'utilisateur et celle du domaine doivent être distinguées lorsque leur différence affecte la décision.,Le libellé montre la zone et l'instant autoritaire.,"S03,S08",active,1.0.0
UXR-0566,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,AUTO,Les chaînes ne doivent pas être assemblées à partir de fragments qui imposent une grammaire.,Les messages complets utilisent paramètres nommés et règles pluriel.,"S03,S08",active,1.0.0
